iter	MultiClass
578	0.4043614002
579	0.4036777661
580	0.4030242378
581	0.4029099454
582	0.4026476577
583	0.4015395565
584	0.4011967406
585	0.4006418573
586	0.4004575652
587	0.3998272126
588	0.3991249059
589	0.3987891082
590	0.3985147735
591	0.3981442684
592	0.3974734046
593	0.3972677054
594	0.3967021244
595	0.3963453655
596	0.3960466416
597	0.3956149295
598	0.3952437614
599	0.3947852811
600	0.3945431462
601	0.3942316204
602	0.3938659395
603	0.3933062115
604	0.3926309563
605	0.3923672245
606	0.3918274826
607	0.3912745672
608	0.3907672133
609	0.3905940376
610	0.3903739261
611	0.390043801
612	0.3895339515
613	0.3891313575
614	0.3886759929
615	0.3884596628
616	0.3877264423
617	0.3874216299
618	0.3871652383
619	0.3866351228
620	0.3861931712
621	0.3855845997
622	0.3853419744
623	0.3849429233
624	0.3843529725
625	0.3838536298
626	0.3832390074
627	0.3829804513
628	0.3824597886
629	0.3820704684
630	0.3811335462
631	0.3807863231
632	0.3805333769
633	0.3801785837
634	0.3797595526
635	0.379308625
636	0.3786965153
637	0.3784117718
638	0.3779054573
639	0.3777556782
640	0.3774521235
641	0.3772294316
642	0.3770549422
643	0.3764217991
644	0.3757514466
645	0.3752642689
646	0.3751609479
647	0.3746658727
648	0.3742931202
649	0.3739652937
650	0.3736331413
651	0.3734403959
652	0.3728386249
653	0.3725151702
654	0.3722564526
655	0.3717393463
656	0.371348409
657	0.3710312689
658	0.3706318333
659	0.3701972829
660	0.3698345737
661	0.369734565
662	0.3692262854
663	0.3686853676
664	0.3680493481
665	0.3676801704
666	0.3671704263
667	0.3666868161
668	0.366446939
669	0.3661296251
670	0.3655251026
671	0.3654224173
672	0.3649562738
673	0.3644996027
674	0.3642184835
675	0.3637110021
676	0.3632852935
677	0.3627961261
678	0.3622469296
679	0.3620544411
680	0.361733055
681	0.3614659307
682	0.3611082304
683	0.3606181607
684	0.3599211065
685	0.3596699561
686	0.3594920923
687	0.3589906206
688	0.3584004719
689	0.3580505745
690	0.3578014128
691	0.3574210543
692	0.3571455632
693	0.3564129715
694	0.3562476219
695	0.355852421
696	0.3556414543
697	0.3551009825
698	0.3547806202
699	0.3544867361
700	0.3539382307
701	0.3533736649
702	0.3529184835
703	0.3526490608
704	0.352385582
705	0.3521596641
706	0.3517962157
707	0.3513525342
708	0.3510300147
709	0.3508353201
710	0.3500922037
711	0.3498231273
712	0.3493949618
713	0.3489241916
714	0.3486062378
715	0.3482976229
716	0.3479914725
717	0.3476930206
718	0.3474986157
719	0.3473228135
720	0.3467465203
721	0.3463441186
722	0.3460777446
723	0.3457090436
724	0.3453523647
725	0.3450620525
726	0.3446265875
727	0.3443966703
728	0.343998138
729	0.3438264364
730	0.3435605949
731	0.3430904085
732	0.3425198566
733	0.3422287249
734	0.3419803936
735	0.3413426534
736	0.340907155
737	0.340349674
738	0.3400055759
739	0.3397117983
740	0.3395047629
741	0.3391211912
742	0.3386020749
743	0.3381076686
744	0.3377952586
745	0.3374548046
746	0.3368723284
747	0.3364421896
748	0.3361092122
749	0.3355445927
750	0.3353122356
751	0.3350817805
752	0.3349105853
753	0.3344716277
754	0.3339309097
755	0.3336778711
756	0.3332724103
757	0.3329099704
758	0.3325255618
759	0.3321235868
760	0.331655006
761	0.3308821699
762	0.3301754764
763	0.3300497675
764	0.329840272
765	0.3294601591
766	0.3290744094
767	0.3287453236
768	0.3285293092
769	0.3282983681
770	0.3281978769
771	0.3276670499
772	0.327239948
773	0.3270084087
774	0.3266776425
775	0.3265325424
776	0.3261264258
777	0.3259523359
778	0.3253409367
779	0.3247948041
780	0.3246282237
781	0.324012972
782	0.3235091282
783	0.3231271463
784	0.322972244
785	0.3226188308
786	0.322438317
787	0.3222817364
788	0.3219880518
789	0.321496561
790	0.3212251759
791	0.3207244923
792	0.3204342495
793	0.3201046059
794	0.3196820343
795	0.3195067127
796	0.3192924061
797	0.3185945855
798	0.3180345295
799	0.3178419934
800	0.3176892234
801	0.3174861611
802	0.3172737283
803	0.3170689361
804	0.3166699524
805	0.3157819746
806	0.3154742053
807	0.3151795769
808	0.3146969676
809	0.3144284614
810	0.3140121011
811	0.3137321153
812	0.31345225
813	0.3133113415
814	0.3129468066
815	0.3125999441
816	0.3122908579
817	0.3119588191
818	0.3117303321
819	0.3115111589
820	0.3111009716
821	0.3109650142
822	0.3104881647
823	0.3099853508
824	0.3095373786
825	0.3090873959
826	0.3089548534
827	0.308604566
828	0.3082493282
829	0.3079471572
830	0.3076707008
831	0.3071500904
832	0.3069363286
833	0.3065956234
834	0.3063779063
835	0.3060733526
836	0.3057175246
837	0.3054029764
838	0.3052068396
839	0.3050537776
840	0.3049525039
841	0.3042709606
842	0.3038932106
843	0.3037332395
844	0.303416934
845	0.3031967784
846	0.302983189
847	0.3027602321
848	0.3025412778
849	0.3023532734
850	0.3019283569
851	0.301559713
852	0.3011240574
853	0.3007084443
854	0.3005002475
855	0.3001870186
856	0.2998043089
857	0.299491934
858	0.2991037726
859	0.2988415619
860	0.2986203927
861	0.2982082223
862	0.2981114281
863	0.2979302742
864	0.2977669037
865	0.2974940392
866	0.2971096547
867	0.2964857126
868	0.2961818733
869	0.2957203527
870	0.2953128567
871	0.2950445073
872	0.2945506348
873	0.2940983425
874	0.2939199914
875	0.2937046157
876	0.2933130167
877	0.2931556799
878	0.2929577965
879	0.2925319197
880	0.2920851605
881	0.291815081
882	0.2915128431
883	0.2913079611
884	0.2906812347
885	0.2902585899
886	0.2901569791
887	0.2899779821
888	0.2896830267
889	0.289526506
890	0.2892332791
891	0.2890107648
892	0.2888709261
893	0.2886859332
894	0.2884311655
895	0.2880956815
896	0.2879859314
897	0.2879350281
898	0.2877916911
899	0.2876442421
900	0.2875004039
901	0.287206984
902	0.2870546972
903	0.2867063593
904	0.2862354451
905	0.2859303514
906	0.285775284
907	0.285597381
908	0.2852810914
909	0.2850439198
910	0.2848536752
911	0.2847598406
912	0.2844366819
913	0.2841274552
914	0.2839278945
915	0.2836152859
916	0.2832346626
917	0.2827634018
918	0.282665743
919	0.2821565136
920	0.2818711881
921	0.2817374084
922	0.2812455689
923	0.2806633202
924	0.2803579556
925	0.2799608907
926	0.2795167584
927	0.2793396725
928	0.2791974734
929	0.2789570376
930	0.2787295519
931	0.2785829268
932	0.2783698839
933	0.278183073
934	0.2778784127
935	0.277600885
936	0.2774104389
937	0.2768290452
938	0.2764304595
939	0.2759807825
940	0.275771318
941	0.275566106
942	0.2752346664
943	0.2748855918
944	0.2748035758
945	0.2745199046
946	0.2741738301
947	0.2739523247
948	0.2738180774
949	0.2735989847
950	0.2734489671
951	0.2732766225
952	0.2731019552
953	0.2728661489
954	0.2727343603
955	0.2725274411
956	0.2720873462
957	0.2718797072
958	0.2715047383
959	0.2712314547
960	0.2707092552
961	0.2704456085
962	0.2702676904
963	0.2700415222
964	0.2698192513
965	0.2694915012
966	0.2692540261
967	0.2690816934
968	0.2688371464
969	0.2685367019
970	0.2682027311
971	0.2679921803
972	0.267698692
973	0.2674066802
974	0.2672972194
975	0.2671930579
976	0.266804278
977	0.2665893916
978	0.2661769503
979	0.2660608116
980	0.2656515675
981	0.2654824079
982	0.2651876399
983	0.2647288689
984	0.2643612113
985	0.2641415377
986	0.2639037469
987	0.2636189965
988	0.2633912848
989	0.2631056564
990	0.2629984709
991	0.2626171165
992	0.2624287931
993	0.2622086392
994	0.2619003575
995	0.2615452333
996	0.2613665266
997	0.2612835573
998	0.2611933379
999	0.2608135773
